Indonesian,Javanese
Dia lebih suka berjalan di pantai saat matahari terbenam dari pada bersantai di rumah.,Panjenengan nggoleki ngliyat-liyat ing pelabuhan kanthi sawijining srengenge kapisan selawase alon-alon aran saiki paon wonten ing omah.
"Pada hari yang cerah, warga desa berkumpul di sebuah padang rumput untuk menikmati suasana yang indah dan bersantai bersama.","Ing wektu sing becik, warga desa padha berkumpul ing padhang rumputan kanggé mbiyantu inggih marang panggung sing anggon pisan lan mbiyantu mangan santai bersama."
"Dia cinta laut lepas, tetapi dia ingin tetap di pantai.","Panjenengan nanginga merga laut, nanging kersa mbiyantu nang pantai."
"Pohon ini besar, tapi pohon di seberang jalan itu lebih besar lagi.","Pitu gedhe, nanging pitu ing sawijining jalur siji santosa gedhe liyane."
"Saya menikmati mencuba makanan lokal, membeli cenderamata, dan mendengar cerita baharu.","Aku ngupaya najah masakan lokal, ngadeg cenndhing pementasan, lan ngamri mrih kasabaran anyar."
"Para anak-anak bermain di taman dengan senang hati, sementara orang dewasa mengobrol di pinggirnya dengan rasa hormat.","Anak-anak padha ngegemes ing pepanggan kanthi sengkono, samubarang dewasa padha ngobrol ing pedhewe lan dipun hormati."
"Jutaan orang menghabiskan berjam-jam hanya untuk mengunjungi tempat-tempat bersejarah seperti Istana Merdeka, Museum Monas, dan Museum Wayang di Jakarta.","Mangsa jumeksa meng kurang ngetos dadi wong-wong maneng godhok ing tembok gedhé kaya Istana Merdeka, Museum Monas, lan Museum Wayang ing Jakarta."
"Dia belajar bahasa Jawa, sehingga dia bisa berbicara dan memahami bahasa asli penduduk Jawa dengan lebih baik.","Dia bisa ngandeli bahasa Jawa, kaya bisa cedhakke lan entheng entheng kancan bahasa krama wong Jawa mbayar lebih apik."
"Dia sedang menonton televisi tadi siang, tapi dia tidak menyukai program yang ditayangkan.","Panjenengan lagi nonton televisi kang dibekel maneh, nanging panjenengan ora betah keneh karo program sing ditayangake."
"Dia suka menonton film animasi karena membuatnya tertawa dan merasa senang,  sementara dia juga suka menonton serial televisi yang menarik untuk mendapatkan informasi.","Dheweke suka nonton film animasi merga malah ngerti weruh lan rasane keneh, sawise banjur uga suka nonton serial tv sing kurang apik kanggo nemokake informasi."
"Dia tidak bisa menahan tangisnya ketika dia mendengar kabar bahwa saudaranya telah meninggal dunia, tetapi dia tahu dia harus menjadi kuat untuk seluruh keluarganya.","Dia ora bisa nahan nangisé nalika weruh yèn samadyané wis padha mati, nanging dia ngerti yèn dia kudu gedhé kuwat kanggo kabeh seduluré."
"Dia mengendarai mobilnya dengan cepat dan hati-hati di jalan raya yang ramai, sedangkan dia akan mengambil langkah-langkah berhati-hati ketika bersembunyi dari hujan yang deras.","Panjenengan lengkah-lngkah carane nyetel mobilé kabèh tuwuh teka jalur biyang padaleman, lan panyuwun dumatut kaayu-kaayu samangke nundhu tirtir lan asu saka sajeroning udané biyang lumpah."
"Bermain bersama anak-anak adalah cara yang menyenangkan untuk meluangkan waktu, dan juga membantu mereka untuk berkembang secara kreatif dan sosial.","Main bareng karo anak-anak iku cara sing seneng kanggo nggawe wektu, lan uga bantu kanggo ngranganen kreatif lan sosial."
"Dia bersama-sama dengan teman-temannya berkeliling menyusuri jalan-jalan yang indah, mencari wisata menakjubkan dan berbahagia.","Kowe biasa-bisa karo para sedulur-panjenengan blanjar iki klepu-klepune, nek-neke wangi sing ngalami, lan bahagia."
"Dia tidak takut untuk mengambil bagian dalam kegiatan baru, tapi ia juga selalu terbuka untuk mendengar pendapat orang lain dan memahami konsep yang lebih luas.","Dhewe ora takut iku bersikap ing saiki aktif maneh, nanging gedhong uga tetep ngbuka hadir tegese nimbrung tuwa ngarah dulur liya lan ngerti konsep luwih luwih luas."
"Saya senang melihat anak-anak dengan wajah cerah mereka, dan saya juga gembira mendengar mereka berkata-kata dengan suara manisnya.",Aku seneng nemokake anak-anak sing wates apik lan dakkken aku ugo keparing dheweké mrosok ngomong analitna nggih suara manis.
"Ia segera bergegas keluar rumah dan menuju ke pasar hewan untuk membeli sebuah ayam unggulan, dengan harapan bisa memperbaiki suasana hatinya.","Ia langsung nunggutti ing lawang lan menyang pangkalan binatang kanggo milih galih tukulan sing nyenengake, ngarep bisa nyerasi suasane wong lanake iku."
Wisata alam Surabaya yang menjadikan kota ini menjadi populer di kalangan wisatawan karena keindahan pantainya yang menakjubkan.,Wisata alam ing Surabaya iku ndadekake kutha iki pancene dadi populer ing antara para wisata kanggo indah pantai sing nyedhiyakake.
"Dia telah berjalan sejauh 6km di siang hari yang panas, tetapi ia tidak mengeluhkan kesulitan apapun.",".Dia wis lari nganti 6km ing siang tengah kelase, nanging ora sumelang suwe tetepé padha mburi panyalangan."
"Dia sangat kompeten, sehingga dia dapat menyelesaikan pekerjaannya dengan cepat dan tepat.","Dhia duwe skill lan akèh, anggone bisa nglesehi pekerjaan mratune lan urip."
"Saya senang membaca buku saat saya punya waktu luang, namun saya ingin menghabiskan waktu luang saya untuk melakukan hal yang bermanfaat.","Aku seneng maca buku sawise aku punya waktu luwes, nanging aku pingin ngisepaken waktu luwesku kanggo nekani kenek unggul."
"Aku ingin mencari makna kehidupan, dan aku pikir melalui pengalaman dan pengetahuan orang-orang di sekelilingku aku dapat menemukannya.","Aku mangsuli dalan mbentuk makna katah dumadi, lan aku pancen mlalui pangalam-pangalaman lan wangsulan saka wong-wong ing sajrone aku bisa ngerti."
"Di jalan yang berdebu, para pejalan kaki berjalan dengan cepat, tetapi mereka berusaha agar jarak antara mereka tetap dijaga.","Ing jalan gumrih, para entheng kapangge mlarat cepet, nanging pareng pengin tetep ngahargai jaragen antarane."
"Mereka menyambut kedatangan tamu dengan senyuman yang hangat, dan membuat cita-cita yang tinggi.","Panjenengan mindhah, mekatenaken tamu teka kalepatan sesili kang hemanten, lan banjur ngrampungake saka cita-cita sing agung."
"Ia selalu pulang dengan tersenyum, sebagaimana ia pergi dengan tersenyum setiap hari.","Iki sak tamenan seneng, sesugasane iki pergi seneng saben dina."
"Saya sangat senang karena saya berhasil menyelesaikan pekerjaan saya hari ini, dan saya berharap dapat bisa mencapai lebih banyak lagi di hari-hari yang akan datang.","Aku rembut seneng cedhak aku bisa ngendhahin pekerjaan kula akeh iki, lan aku prah gawe bisa lebih akah maneh."
"Dari sejak anak lahir, keluarga menyediakan segala sesuatu yang perlu untuk pertumbuhan anak, mulai dari kebutuhan fisik sampai kebutuhan mental dan spiritual.","Saka dhéwé kang lahir, keluarga mbèni ingkang kudu kanggo peparingan anak, mulane saka kabutuhan fisik nganti kabutuhan mental lan spiritual."
"Dia berjalan dengan lari cepat sepanjang jalan, tetapi dia berhenti saat melihat burung merpati di atasnya.","Dia gugah lari teges saka ing jalur, nanging dia sepisan nalika pungkasana mirsani burung merpati saka ing ngarsane."
"Ibu membeli kue tepung beras yang lezat di pasar, sementara Ayah membeli buah-buahan di kios di seberang pasar.","Ibu nyaturi kue tepung beras kang lèzat ing pasar, nalika para tuha nyaturi buahe-buahe ing kios ing sisihé pasar."
"Aku senang kembali ke rumahku dan bersama keluargaku, dan aku merasa sangat menyenangkan ketika aku dapat menghabiskan waktuku bersama mereka.",Aku berkesenengen balik ing rumahku lan barenga karo keluargaku lan aku duwe perasaan seneng banget kanggo ngrasani wektu iku barenga karo ramane.
"Dia sangat suka menatap pemandangan indah di desa itu, sementara ia berharap bisa kembali secepatnya.","Ia becik banget ngliwatkeun pandangane alus di deso kiye, samolaga iya pinaringane reveren bisa balik pulo cepet."
"Mereka yang berpikiran jernih dan rajin akan memperoleh hasil yang baik, sebaliknya, mereka yang malas akan mendapat hasil yang buruk.","Awaké déning ngarsa samìbu lan galer anggon bisa nampa hasil sing apik, awit sasé wong sing mboten judhul dilokal bakal nerlok nampa hasil ing jaman dhuwur."
"Mereka bersembunyi di dalam pondok sambil berceria dan tawa, tetapi saat terbenamnya matahari mereka pergi ke kebun untuk berkebun.","Padha nutup ana wonten ing panggonan ngadeg metua lan ngeluh, nanging sawise subhe patang mlebu banjurna padha nyampek ing kebun kanggo ngguloni."
"Pohon durian tumbuh dengan subur di kawasan yang berudara sejuk dan banyak sinar matahari, namun berbagai macam penyakit juga dapat menyerang pohon durian.","Duriané bisa tumbuh sak galiné ing area sing cair udara sejuk lan sawetara cahyan matahari, nanging iki sacara duriané wis bisa diserang déning macem-macem jinis penyakit."
"Dia bercerita bahwa ia berjalan selama satu jam melintasi hutan untuk sampai ke desa kecil itu,",Nya marang cerite yèn nuduhake nanggé njalan akèh sawise sakset jam nganggoyo wèdhus sawise menehi desa langengané.
Rakyat dari seluruh dunia harus berpadu untuk mempertahankan setiap hak asasi manusia yang telah ditentukan oleh Perserikatan Bangsa-Bangsa.,Rama-rama saka kabeh donya kudu melebur lan ngartosna hak-hak asasi manungsa sing wis watesi ing Perserikatan Bangsa-Bangsa.
"Dia seorang murid ceria yang senang belajar, tetapi dia juga seorang atlet yang sangat inovatif di lapangan.","Panjenengané pemudhé aktif sing seneng ngrampungi wewengkon, nanging panjenengané uga atlet sajatiné inovatif ana ing lapangan."
"Para pemancing berkumpul di pantai untuk menikmati mataharimuari dan memancing, sambil menikmati deburan ombak dan membawa pulang hasil tangkapan mereka.","Pemancingé padha nyetok ing pantai, kanggo njalari saka matahari lan nyetok, tambah dados ing gelitik ombak lan mbawa pulang saka panggelarané."
"Musim semi menghangatkan udara di seluruh negeri, dan bunga-bunga mekar menghiasi hamparan hijau asri.","Sedhangle wengi ngrungokake panas iku yen seluruh negara, lan uwong-uwong ngendhisakake anggon kang wilayahhijiih desirah."
"Dia berlari dengan cepat di sepanjang jalan, berharap akan sampai ke tujuannya lebih cepat.","Dheweke nyalari kanthi wonten tegesipun ana ing liyané, sapering wêlase sampé ing tujuwanné luwih waé."
"Dia tidak bisa tidur karena suaranya terdengar sangat keras, jadi ia menyalakan televisi dan memutar saluran berita.","Ora bisa duwèn mbantu pangarep pertanda raos suarane ‘wis ngarep sawah, dadi wong iku ngunjungi wangi sawijining chanel berita."
"Penanaman obat-obatan modern telah meningkatkan kualitas hidup orang-orang di seluruh dunia, tapi meningkatkan akses dan mengurangi biaya adalah salah satu tantangan yang lebih besar.","Penanaman obat-obat moderah wis dados menehi manungsa sakabeh duna babarring kualitas élinga, nanging mbukak aksès lan sobah biaya iku salah sawijining dhuwur tantange anané."
"Gagasan untuk berpartisipasi dalam komunitas ini sangat menarik, dan setiap orang harus selalu menjaga semangat saling menghormati.","Prasaja nggawe undhangan yen sampeyan prelu gawe sugih (umumane) kaping siji komunitas aksara kelakon, lan sampeyan kudu ngoti spiritus bebarengan mengerti."
"Dia membeli buku, membaca buku itu dan setiap paginya dia selalu mengasah pengetahuannya dengan membaca buku tersebut.","Dia nukel buku lan nggawe maca buku iki, lan sak ketawisane dina sawetara dhumateng sedulur mesthi selalu nguji ilmunipun nganti maca buku iki."
"Indahnya cahaya mentari yang menerangi pagi ini, membuat cuaca di pagi hari nampak lebih cerah.",Wis ana cahya srengenge kang ngendikake pagi iki banjur nampa weton pagi bisa tetep srengenge.
"Dia berlari dengan cepat, karena ia tidak ingin tertinggal dari teman-temannya.","Dheweke nggawe tindek tanpa ngendhet, amarga dheweke ora persis pengin luwih luwat tinimbang para kanca-kancane."
"Dia kemudian menyeberang lintasan laut sejenak, dan mulailah petualangan benar-benar barunya.","Ia banjur nyebrang lintasan laut sanget, lan mulai pesawai tau amungkasi anyar."
"Rumah saya terletak di tengah-tengah kota, sehingga saya dapat melakukan berbagai hal di sekitar saya dengan mudah.","Rumahku ndhuwur ing tengah-tengah kalebu, mesthe nduwur nggawé kelakon sing entheng kabeh ing tengah-tengah."
Pohon menjadi suara gemericik air yang mengalir di sungai yang begitu indah.,Puniko nggonake marang suara leburan wengi ngguyu nalarwangi ing sungai iki kang padha duwé kagem.
"Musim dingin adalah salah satu musim yang paling menyenangkan, karena itu waktunya untuk bersenang-senang dengan hangatnya cahaya matahari dan udara yang bersih.","Musim dingin pancen siji saka sawetara musim kang paling becik, kaya panggonane arep mbok mbanyu-banyu kaping warmane banyu matahari lan amukane sing bersih."
"Sahabatku, kita perlu bekerja keras dan berusaha lebih untuk mencapai mimpi kita dan membuatnya menjadi kenyataan.",Préhomantèn kita sak kudu énergi dharatan lan ngèngèhi urip kanggo ngétok bengi ati lan nggawé manawa katarna.
"Dia berlari-lari kecil karena anak-anak sedang bermain di sebelahnya, tapi dia tetap berusaha untuk tidak terlihat gugup.","Dia lari-lari sing akèh amarga anak-anak ing sisih, nanging tangan tetep ngusaha aja biar ora ketahuan kalu gugup."
"Penonton memerlukan banyak kegiatan untuk membangun teman dan tetangga, sehingga mereka dapat berbagi dan menikmati persahabatan yang bertahan lama.","Sangbayang wong iku prelu bedah aktivitas kanggo nggawe sareng-sareng lan njero tetangga, supaya bisa ngolekaken serta ngenakna persahabatan kang bisa liya lama."
"Dia sangat berpikir tentang sebuah rencana, itulah mengapa dia berhasil mencapai tujuannya dengan baik.","Panjenengan luwih pinter ngengeti rencana, yaiku babaritos kono bisa nganti sampe gawenan uga karo lancar."
"Ia datang dengan cepat, dan tanpa mangggung, ia berhasil menarik banyak perhatian penduduk desa.","Aya nggawe teka kuwate, sarta tanpa mbrayang, ya tau luwih atine wong desa."
"Siapa pun dapat belajar sesuatu yang baru dengan berlatih dan tujuan, serta tetap bersungguh-sungguh dan berusaha untuk mencapai tujuannya.","Ana waé sung bisa ngageteri banjur lan tujuan, nggumun ngreksa ndhukung tujuané."
"Mereka menyenangkan duduk di atas taman dan bersiul nyanyian yang menyenangkan ketika matahari terbenam,",Kawula weruh ing sawijining taman lan mlarat lagu kang luwih asring nganti srengenge ngrangan.
"Sore itu angin berhembus merangkai deburan ombak, dan udara dipenuhi nyanyian burung yang beterbangan.","Sore iku angin nguwuh ngulon-ulon bone gesang laut, lan udara padha dipenuhi tansah lara sing dadi bertual."
"Mereka berjalan di tepi sungai, menikmati udara yang segar yang mengalir dari bawah pohon yang rindang.","Padha weruh ing onggo ngruwiharipun sungai, nrimani angkah segar kang ngalir saka ing ngisor pohon sing dipelingken."
"Bunga mekar indah di ladang samping rumah, membawa harapan dan keceriaan untuk semua orang di sekitar.","Woro banyu ing sawah samping papan mburi, nyekeli kayekahan lan sewatian kanggo kabeh wong ing dalan."
"Dia sangat sabar, dia selalu melakukan hal yang baik pada orang lain, dan dia selalu berusaha untuk menjadi yang terbaik.","Panjenengan kang sifat sabar, panjenengan seneng milakoni hal sing apik marang wong liyane, lan panjenengan isih seneng mrintah maujud kaya paling apik."
"Kolam renang terletak di tepi pantai yang indah, dan angin yang bertiup dari laut meningkatkan pengalaman berenang Anda.","Kolamé sing ana ing sisihé pantai sing indah, winadosan saka laut ing ngagasanaken pengaleman bérenang kowe."
"Dari jendela, ia dapat melihat, Seorang pria berjalan dengan semangat di taman kota.","Saka jendhèl, dia bisa nemu, Sawijining priya mangkat kanthi jaluk certen ing taman kutha."
"Dia telah datang jauh, sejak berada di jalan panjang dan tak berujung, untuk menemukan tempat yang ia percaya akan mengubah hidupnya.","Kung dhewe wis luwih dados saka njlentre nalika ing sawiji jalur cedhak lan ora teges, kanggo nemokake akeh sing wis dumadak mengubah saiki."
"Dia suka senyum yang memancar di wajahnya, yang mencerminkan bahagia dan ketenangan yang merayap melalui jiwanya.","Prejane manis dheweke bakal buru dahyang entek, sing nandhang kasenengan lan kelingahe yen sewot jejer saking jiwane."
